12:00	AM	70	°F	46	°F	43	%	NE	13	mph	0	mph	29.88	in	0.0	in	Fair
12:30	AM	70	°F	46	°F	43	%	NE	11	mph	0	mph	29.91	in	0.0	in	Fair
1:00	AM	70	°F	48	°F	46	%	NE	11	mph	0	mph	29.91	in	0.0	in	Fair
1:30	AM	68	°F	48	°F	49	%	NE	11	mph	0	mph	29.91	in	0.0	in	Fair
2:00	AM	68	°F	48	°F	49	%	NE	9	mph	0	mph	29.91	in	0.0	in	Fair
2:30	AM	66	°F	48	°F	52	%	NE	9	mph	0	mph	29.91	in	0.0	in	Fair
3:00	AM	66	°F	48	°F	52	%	NE	9	mph	0	mph	29.91	in	0.0	in	Fair
3:30	AM	64	°F	48	°F	56	%	NE	9	mph	0	mph	29.91	in	0.0	in	Fair
4:00	AM	64	°F	46	°F	52	%	NE	9	mph	0	mph	29.91	in	0.0	in	Fair
4:30	AM	64	°F	46	°F	52	%	NE	7	mph	0	mph	29.94	in	0.0	in	Fair
5:00	AM	63	°F	46	°F	55	%	NE	7	mph	0	mph	29.94	in	0.0	in	Fair
5:30	AM	63	°F	46	°F	55	%	NE	4	mph	0	mph	29.94	in	0.0	in	Fair
6:00	AM	63	°F	48	°F	59	%	NNE	4	mph	0	mph	29.94	in	0.0	in	Fair
6:30	AM	61	°F	46	°F	59	%	NNE	7	mph	0	mph	29.94	in	0.0	in	Fair
7:00	AM	63	°F	46	°F	55	%	NE	7	mph	0	mph	29.94	in	0.0	in	Fair
7:30	AM	63	°F	46	°F	55	%	NNE	7	mph	0	mph	29.96	in	0.0	in	Fair
8:00	AM	64	°F	48	°F	56	%	NE	7	mph	0	mph	29.96	in	0.0	in	Fair
8:30	AM	66	°F	48	°F	52	%	NE	9	mph	0	mph	29.96	in	0.0	in	Fair
9:00	AM	68	°F	48	°F	49	%	NE	9	mph	0	mph	29.96	in	0.0	in	Fair
9:30	AM	70	°F	50	°F	49	%	NE	9	mph	0	mph	29.96	in	0.0	in	Fair
10:00	AM	72	°F	50	°F	46	%	NE	11	mph	0	mph	29.99	in	0.0	in	Fair
10:30	AM	72	°F	50	°F	46	%	ENE	9	mph	0	mph	29.99	in	0.0	in	Fair
11:00	AM	75	°F	46	°F	36	%	ENE	11	mph	0	mph	29.99	in	0.0	in	Fair
11:30	AM	75	°F	45	°F	34	%	ENE	11	mph	0	mph	29.99	in	0.0	in	Fair
12:00	PM	79	°F	41	°F	26	%	NE	11	mph	0	mph	29.99	in	0.0	in	Fair
12:30	PM	79	°F	41	°F	26	%	ENE	11	mph	0	mph	29.99	in	0.0	in	Fair
1:00	PM	79	°F	41	°F	26	%	ENE	9	mph	0	mph	29.99	in	0.0	in	Fair
1:30	PM	79	°F	41	°F	26	%	ENE	9	mph	0	mph	29.99	in	0.0	in	Fair
2:00	PM	79	°F	39	°F	24	%	E	9	mph	0	mph	29.99	in	0.0	in	Fair
2:30	PM	81	°F	39	°F	23	%	ENE	11	mph	0	mph	29.96	in	0.0	in	Fair
3:00	PM	79	°F	41	°F	26	%	ESE	9	mph	0	mph	29.96	in	0.0	in	Fair
3:30	PM	81	°F	41	°F	24	%	ESE	9	mph	0	mph	29.96	in	0.0	in	Fair
4:00	PM	81	°F	39	°F	23	%	E	7	mph	0	mph	29.96	in	0.0	in	Fair
4:30	PM	81	°F	39	°F	23	%	E	4	mph	0	mph	29.96	in	0.0	in	Fair
5:00	PM	81	°F	39	°F	23	%	ESE	7	mph	0	mph	29.96	in	0.0	in	Fair
5:30	PM	81	°F	37	°F	21	%	CALM	0	mph	0	mph	29.96	in	0.0	in	Fair
6:00	PM	81	°F	37	°F	21	%	ESE	2	mph	0	mph	29.96	in	0.0	in	Fair
6:30	PM	79	°F	37	°F	23	%	CALM	0	mph	0	mph	29.96	in	0.0	in	Fair
7:00	PM	79	°F	39	°F	24	%	CALM	0	mph	0	mph	29.96	in	0.0	in	Fair
7:30	PM	75	°F	39	°F	27	%	CALM	0	mph	0	mph	29.96	in	0.0	in	Fair
8:00	PM	72	°F	45	°F	38	%	CALM	0	mph	0	mph	29.96	in	0.0	in	Fair
8:30	PM	68	°F	45	°F	43	%	NNW	4	mph	0	mph	29.96	in	0.0	in	Fair
9:00	PM	64	°F	45	°F	49	%	N	4	mph	0	mph	29.96	in	0.0	in	Fair
9:30	PM	68	°F	43	°F	40	%	N	4	mph	0	mph	29.96	in	0.0	in	Fair
10:00	PM	68	°F	45	°F	43	%	NNE	4	mph	0	mph	29.96	in	0.0	in	Fair
10:30	PM	66	°F	45	°F	46	%	NNE	4	mph	0	mph	29.99	in	0.0	in	Fair
11:00	PM	64	°F	46	°F	52	%	NE	4	mph	0	mph	29.99	in	0.0	in	Fair
11:30	PM	66	°F	43	°F	43	%	NE	4	mph	0	mph	29.99	in	0.0	in	Fair
